"cells"	"ct"	"umi"	"cdr"
"bBM1266"	"bBM1266"	"GR"	4284	0.0743130650593866
"bBM1267"	"bBM1267"	"ER"	4352	0.0738521538734267
"bBM1268"	"bBM1268"	"ER"	4787	0.0783903563198015
"bBM1269"	"bBM1269"	"GR"	4142	0.0532529693316788
"bBM1270"	"bBM1270"	"ER"	4489	0.0742067009395497
"bBM1271"	"bBM1271"	"GR"	4750	0.0815458252082964
"bBM1272"	"bBM1272"	"ER"	4360	0.0739585179932636
"bBM1273"	"bBM1273"	"GR"	4790	0.0694557702535012
"bBM1274"	"bBM1274"	"ER"	4122	0.0702003190923595
"bBM1275"	"bBM1275"	"GR"	4859	0.0744194291792235
"bBM1276"	"bBM1276"	"MO"	4268	0.0689239496543166
"bBM1277"	"bBM1277"	"ER"	4567	0.078567629852863
"bBM1278"	"bBM1278"	"GR"	5191	0.0829994681794008
"bBM1279"	"bBM1279"	"ER"	4099	0.0648821131005141
"bBM1280"	"bBM1280"	"ER"	4047	0.0708030491047687
"bBM1281"	"bBM1281"	"ER"	4239	0.074242155646162
"bBM1282"	"bBM1282"	"GR"	4679	0.0625066477574898
"bBM1283"	"bBM1283"	"MO"	4886	0.0816521893281333
"bBM1284"	"bBM1284"	"ER"	3915	0.0686757667080305
"bBM1285"	"bBM1285"	"ER"	2154	0.00780003545470661
"bBM1286"	"bBM1286"	"GR"	4888	0.0763339833362879
"bBM1287"	"bBM1287"	"ER"	3848	0.0663357560716185
"bBM1288"	"bBM1288"	"ER"	3970	0.0692784967204396
"bBM1289"	"bBM1289"	"ER"	4146	0.0670803049104769
"bBM1290"	"bBM1290"	"ER"	4524	0.0751994327246942
"bBM1291"	"bBM1291"	"ER"	4479	0.0781776280801276
"bBM1292"	"bBM1292"	"ER"	4198	0.067683034922886
"bBM1293"	"bBM1293"	"ER"	5087	0.0814040063818472
"bBM1294"	"bBM1294"	"ER"	4222	0.0788867222123737
"bBM1295"	"bBM1295"	"ER"	4512	0.0761212550966141
"bBM1296"	"bBM1296"	"ER"	3965	0.0729303315015068
"bBM1297"	"bBM1297"	"ER"	3427	0.06112391419961
"bBM1298"	"bBM1298"	"MO"	5147	0.0815103705016841
"bBM1299"	"bBM1299"	"GR"	4821	0.0794185428115582
"bBM1300"	"bBM1300"	"ER"	4932	0.0822903740471548
"bBM1301"	"bBM1301"	"ER"	4182	0.0702712285055841
"bBM1302"	"bBM1302"	"ER"	3431	0.0543166105300479
"bBM1303"	"bBM1303"	"GR"	4193	0.072008509129587
"bBM1304"	"bBM1304"	"GR"	4492	0.0756603439106541
"bBM1305"	"bBM1305"	"ER"	4806	0.0752348874313065
"bBM1306"	"bBM1306"	"ER"	4641	0.072008509129587
"bBM1307"	"bBM1307"	"ER"	3814	0.0654493884063109
"bBM1308"	"bBM1308"	"ER"	3793	0.0652012054600248
"bBM1309"	"bBM1309"	"GR"	4034	0.0594929976954441
"bBM1310"	"bBM1310"	"ER"	2664	0.0205637298351356
"bBM1311"	"bBM1311"	"ER"	5122	0.0816521893281333
"bBM1312"	"bBM1312"	"GR"	4511	0.0711221414642794
"bBM1313"	"bBM1313"	"GR"	3626	0.058074809430952
"bBM1314"	"bBM1314"	"ER"	3875	0.0695266796667258
"bBM1315"	"bBM1315"	"ER"	3891	0.0695975890799504
"bBM1316"	"bBM1316"	"ER"	3668	0.0620102818649176
"bBM1317"	"bBM1317"	"ER"	3511	0.0622584648112037
"bBM1318"	"bBM1318"	"GR"	3550	0.05573479879454
"bBM1319"	"bBM1319"	"GR"	5435	0.0727885126750576
"bBM1320"	"bBM1320"	"ER"	4629	0.0733557879808545
"bBM1321"	"bBM1321"	"ER"	3078	0.0561602552738876
"bBM1322"	"bBM1322"	"MO"	4657	0.0783549016131892
"bBM1323"	"bBM1323"	"ER"	3909	0.0714412338237901
"bBM1324"	"bBM1324"	"GR"	4061	0.0723985109023223
"bBM1325"	"bBM1325"	"ER"	3548	0.0641021095550434
"bBM1326"	"bBM1326"	"MO"	4356	0.0733203332742422
"bBM1327"	"bBM1327"	"ER"	3891	0.0687821308278674
"bBM1328"	"bBM1328"	"GR"	5084	0.0768658039354724
"bBM1330"	"bBM1330"	"ER"	3175	0.0590320865094841
"bBM1331"	"bBM1331"	"ER"	4102	0.0737812444602021
"bBM1332"	"bBM1332"	"ER"	3752	0.064173018968268
"bBM1333"	"bBM1333"	"ER"	4387	0.0717957808899131
"bBM1334"	"bBM1334"	"ER"	4586	0.0772203510015955
"bBM1335"	"bBM1335"	"GR"	4807	0.0688175855344797
"bBM1336"	"bBM1336"	"ER"	4016	0.0691366778939904
"bBM1337"	"bBM1337"	"ER"	3734	0.0657684807658217
"bBM1338"	"bBM1338"	"ER"	3765	0.06697394079064
"bBM1339"	"bBM1339"	"MO"	5196	0.0892749512497784
"bBM1340"	"bBM1340"	"BA"	5059	0.0834249246587484
"bBM1341"	"bBM1341"	"GR"	4000	0.0656975713525971
"bBM1342"	"bBM1342"	"LY"	3778	0.0662293919517816
"bBM1343"	"bBM1343"	"ER"	3589	0.0621166459847545
"bBM1344"	"bBM1344"	"GR"	4284	0.0705194114518702
"bBM1346"	"bBM1346"	"GR"	4955	0.0738521538734267
"bBM1347"	"bBM1347"	"GR"	4444	0.0768303492288601
"bBM1348"	"bBM1348"	"ER"	3626	0.0670093954972523
"bBM1349"	"bBM1349"	"GR"	4479	0.074242155646162
"bBM1350"	"bBM1350"	"ER"	3562	0.0631802871831236
"bBM1351"	"bBM1351"	"ER"	4121	0.0723276014890977
"bBM1352"	"bBM1352"	"MO"	4773	0.0749512497784081
"bBM1353"	"bBM1353"	"ER"	3976	0.0663003013650062
"bBM1354"	"bBM1354"	"MO"	3765	0.0664421201914554
"bBM1355"	"bBM1355"	"ER"	3563	0.0604857294805886
"bBM1356"	"bBM1356"	"GR"	3377	0.0436447438397447
"bBM1357"	"bBM1357"	"ER"	3715	0.0657330260592094
"bBM1358"	"bBM1358"	"ER"	3973	0.0686048572948059
"bBM1359"	"bBM1359"	"ER"	4226	0.0739585179932636
"bBM1360"	"bBM1360"	"LY"	3687	0.0627548307037759
"bBM1361"	"bBM1361"	"ER"	4643	0.0772912604148201
"bBM1362"	"bBM1362"	"GR"	4500	0.0719730544229746
"bBM1363"	"bBM1363"	"ER"	4017	0.0642084736748803
"bBM1364"	"bBM1364"	"MO"	4703	0.0731785144477929
"bBM1365"	"bBM1365"	"ER"	3373	0.062293919517816
"bBM1366"	"bBM1366"	"GR"	4165	0.0612302783194469
"bBM1367"	"bBM1367"	"GR"	4432	0.0704130473320333
"bBM1368"	"bBM1368"	"MO"	4762	0.0779294451338415
"bBM1369"	"bBM1369"	"ER"	3210	0.057259351178869
"bBM1370"	"bBM1370"	"ER"	3940	0.0655557525261478
"bBM1371"	"bBM1371"	"GR"	4220	0.0718666903031377
"bBM1372"	"bBM1372"	"ER"	3658	0.06651302960468
"bBM1373"	"bBM1373"	"DC"	3880	0.0661230278319447
"bBM1374"	"bBM1374"	"GR"	4780	0.0703066832121964
"bBM1375"	"bBM1375"	"MO"	3732	0.0634284701294097
"bBM1376"	"bBM1376"	"MO"	3861	0.063463924836022
"bBM1377"	"bBM1377"	"MO"	3953	0.0664775748980677
"bBM1378"	"bBM1378"	"GR"	5039	0.0676475802162737
"bBM1379"	"bBM1379"	"ER"	3879	0.0672930331501507
"bBM1380"	"bBM1380"	"ER"	3451	0.0621521006913668
"bBM1381"	"bBM1381"	"GR"	3599	0.0661230278319447
"bBM1382"	"bBM1382"	"GR"	3816	0.0614075518525084
"bBM1383"	"bBM1383"	"MO"	3636	0.0643148377947173
"bBM1384"	"bBM1384"	"GR"	3349	0.0605566388938132
"bBM1385"	"bBM1385"	"ER"	3893	0.0708739585179933
"bBM1386"	"bBM1386"	"GR"	4290	0.0542811558234356
"bBM1387"	"bBM1387"	"ER"	3665	0.0558411629143769
"bBM1388"	"bBM1388"	"ER"	2851	0.0245701116823258
"bBM1389"	"bBM1389"	"GR"	3681	0.0617620989186315
"bBM1390"	"bBM1390"	"GR"	5065	0.063109377769899
"bBM1391"	"bBM1391"	"GR"	4037	0.0649175678071264
"bBM1392"	"bBM1392"	"ER"	3761	0.0688175855344797
"bBM1393"	"bBM1393"	"ER"	3809	0.0637121077823081
"bBM1394"	"bBM1394"	"GR"	4478	0.0760148909767772
"bBM1395"	"bBM1395"	"GR"	4161	0.0725757844353838
"bBM1396"	"bBM1396"	"ER"	2674	0.0368374401701826
"bBM1397"	"bBM1397"	"ER"	3564	0.0622230101045914
"bBM1398"	"bBM1398"	"ER"	3299	0.0624357383442652
"bBM1399"	"bBM1399"	"ER"	3238	0.0594929976954441
"bBM1400"	"bBM1400"	"ER"	3929	0.0693848608402765
"bBM1401"	"bBM1401"	"ER"	3929	0.0666193937245169
"bBM1402"	"bBM1402"	"GR"	3769	0.0512320510547775
"bBM1403"	"bBM1403"	"MO"	3897	0.0645275660343911
"bBM1404"	"bBM1404"	"BA"	2377	0.026697394079064
"bBM1405"	"bBM1405"	"ER"	4235	0.0671512143237015
"bBM1406"	"bBM1406"	"ER"	3657	0.0675412160964368
"bBM1407"	"bBM1407"	"GR"	3527	0.0558057082077646
"bBM1408"	"bBM1408"	"GR"	4500	0.071193050877504
"bBM1409"	"bBM1409"	"ER"	3170	0.054919340542457
"bBM1410"	"bBM1410"	"ER"	1911	0.00854458429356497
"bBM1411"	"bBM1411"	"ER"	3497	0.0634993795426343
"bBM1412"	"bBM1412"	"GR"	4008	0.0660166637121078
"bBM1413"	"bBM1413"	"MO"	3480	0.05527388760858
"bBM1414"	"bBM1414"	"ER"	2934	0.0203155468888495
"bBM1415"	"bBM1415"	"GR"	3570	0.0656266619393725
"bBM1416"	"bBM1416"	"ER"	2972	0.0600957277078532
"bBM1417"	"bBM1417"	"MO"	3043	0.0546357028895586
"bBM1418"	"bBM1418"	"GR"	4727	0.057259351178869
"bBM1419"	"bBM1419"	"GR"	3728	0.0652366601666371
"bBM1420"	"bBM1420"	"MO"	3950	0.0702357737989718
"bBM1421"	"bBM1421"	"GR"	3631	0.0597057259351179
"bBM1422"	"bBM1422"	"ER"	3124	0.0470483956745258
"bBM1423"	"bBM1423"	"GR"	3591	0.0620102818649176
"bBM1424"	"bBM1424"	"GR"	4496	0.0633930154227974
"bBM1425"	"bBM1425"	"ER"	3374	0.0554511611416416
"bBM1426"	"bBM1426"	"GR"	3353	0.0502747739762453
"bBM1427"	"bBM1427"	"GR"	3886	0.0575429888317674
"bBM1428"	"bBM1428"	"GR"	4985	0.0619039177450807
"bBM1429"	"bBM1429"	"ER"	3589	0.0592093600425457
"bBM1430"	"bBM1430"	"ER"	4086	0.0721857826626485
"bBM1431"	"bBM1431"	"GR"	3298	0.0489984045382024
"bBM1432"	"bBM1432"	"ER"	3346	0.0589257223896472
"bBM1433"	"bBM1433"	"GR"	3585	0.0637475624889204
"bBM1434"	"bBM1434"	"GR"	4109	0.0655202978195355
"bBM1435"	"bBM1435"	"ER"	3451	0.0589966318028718
"bBM1436"	"bBM1436"	"ER"	3674	0.0648466583939018
"bBM1437"	"bBM1437"	"ER"	3046	0.0589611770962595
"bBM1438"	"bBM1438"	"MO"	3648	0.0650948413401879
"bBM1439"	"bBM1439"	"ER"	2357	0.0202800921822372
"bBM1440"	"bBM1440"	"GR"	4395	0.0708030491047687
"bBM1441"	"bBM1441"	"ER"	3459	0.0638893813153696
"bBM1442"	"bBM1442"	"ER"	3411	0.0621875553979791
"bBM1443"	"bBM1443"	"GR"	3806	0.0617266442120191
"bBM1444"	"bBM1444"	"ER"	3389	0.0590320865094841
"bBM1445"	"bBM1445"	"ER"	2922	0.0554157064350293
"bBM1446"	"bBM1446"	"GR"	4316	0.0705194114518702
"bBM1447"	"bBM1447"	"ER"	3971	0.0706612302783194
"bBM1448"	"bBM1448"	"ER"	3483	0.0595639071086687
"bBM1449"	"bBM1449"	"ER"	3518	0.0669030313774154
"bBM1450"	"bBM1450"	"ER"	3358	0.0604148200673639
"bBM1451"	"bBM1451"	"GR"	3628	0.0540684275837617
"bBM1452"	"bBM1452"	"ER"	3916	0.0659457542988832
"bBM1453"	"bBM1453"	"ER"	3326	0.06112391419961
"bBM1454"	"bBM1454"	"GR"	3988	0.0524729657862081
"bBM1455"	"bBM1455"	"ER"	3372	0.058429356497075
"bBM1456"	"bBM1456"	"MO"	4218	0.0772912604148201
"bBM1457"	"bBM1457"	"ER"	2044	0.0076582166282574
"bBM1458"	"bBM1458"	"ER"	3178	0.0648821131005141
"bBM1459"	"bBM1459"	"ER"	3648	0.0650593866335756
"bBM1460"	"bBM1460"	"ER"	3970	0.0661939372451693
"bBM1461"	"bBM1461"	"GR"	3408	0.0602375465343024
"bBM1462"	"bBM1462"	"ER"	3239	0.0589611770962595
"bBM1463"	"bBM1463"	"GR"	3506	0.0478993086332211
"bBM1464"	"bBM1464"	"MO"	4919	0.0743839744726112
"bBM1465"	"bBM1465"	"ER"	2965	0.057259351178869
"bBM1466"	"bBM1466"	"BA"	3930	0.0633930154227974
"bBM1467"	"bBM1467"	"ER"	3662	0.0664066654848431
"bBM1468"	"bBM1468"	"MO"	3707	0.0681794008154583
"bBM1469"	"bBM1469"	"GR"	3884	0.0638539266087573
"bBM1470"	"bBM1470"	"MO"	3093	0.0586420847367488
"bBM1471"	"bBM1471"	"MO"	2746	0.0525438751994327
"bBM1472"	"bBM1472"	"ER"	3254	0.0586420847367488
"bBM1473"	"bBM1473"	"ER"	2884	0.055380251728417
"bBM1474"	"bBM1474"	"ER"	3101	0.0603439106541393
"bBM1475"	"bBM1475"	"ER"	2940	0.0563020741003368
"bBM1476"	"bBM1476"	"ER"	3045	0.0559829817408261
"bBM1477"	"bBM1477"	"GR"	3441	0.0457011168232583
"bBM1478"	"bBM1478"	"GR"	3874	0.0633575607161851
"bBM1479"	"bBM1479"	"GR"	3826	0.0527920581457188
"bBM1480"	"bBM1480"	"MK"	2952	0.053749335224251
"bBM1481"	"bBM1481"	"ER"	3896	0.0663712107782308
"bBM1482"	"bBM1482"	"ER"	3205	0.0621166459847545
"bBM1483"	"bBM1483"	"ER"	2989	0.0525438751994327
"bBM1485"	"bBM1485"	"MO"	3106	0.0599184541747917
"bBM1486"	"bBM1486"	"DC"	2434	0.0439992909058678
"bBM1487"	"bBM1487"	"ER"	3415	0.0606984577202624
"bBM1488"	"bBM1488"	"MO"	2991	0.0541038822903741
"bBM1489"	"bBM1489"	"GR"	3671	0.0528984222655558
"bBM1490"	"bBM1490"	"ER"	1923	0.00967913490515866
"bBM1491"	"bBM1491"	"ER"	3084	0.0571175323524198
"bBM1492"	"bBM1492"	"MO"	3104	0.0566920758730722
"bBM1493"	"bBM1493"	"ER"	3395	0.0599893635880163
"bBM1494"	"bBM1494"	"ER"	3072	0.0573302605920936
"bBM1495"	"bBM1495"	"GR"	3554	0.0637830171955327
"bBM1496"	"bBM1496"	"MO"	3798	0.0603793653607516
"bBM1497"	"bBM1497"	"ER"	3257	0.0525438751994327
"bBM1498"	"bBM1498"	"ER"	3993	0.0640312001418188
"bBM1499"	"bBM1499"	"ER"	3147	0.0562666193937245
"bBM1500"	"bBM1500"	"ER"	3801	0.0672930331501507
"bBM1501"	"bBM1501"	"ER"	2790	0.051870235773799
"bBM1502"	"bBM1502"	"GR"	3926	0.0676121255096614
"bBM1503"	"bBM1503"	"ER"	3072	0.0554511611416416
"bBM1504"	"bBM1504"	"GR"	3041	0.0519411451870236
"bBM1505"	"bBM1505"	"ER"	2876	0.0548838858358447
"bBM1506"	"bBM1506"	"GR"	3672	0.0632866513029605
"bBM1507"	"bBM1507"	"ER"	3367	0.0565502570466229
"bBM1508"	"bBM1508"	"GR"	4142	0.0520475093068605
"bBM1509"	"bBM1509"	"GR"	4083	0.0707321396915441
"bBM1510"	"bBM1510"	"ER"	3134	0.0567629852862968
"bBM1511"	"bBM1511"	"ER"	2648	0.0512675057613898
"bBM1512"	"bBM1512"	"GR"	3045	0.0532529693316788
"bBM1513"	"bBM1513"	"GR"	3660	0.0611948236128346
"bBM1515"	"bBM1515"	"GR"	4103	0.0597411806417302
"bBM1516"	"bBM1516"	"ER"	3481	0.0627902854103882
"bBM1517"	"bBM1517"	"GR"	3515	0.0610530047863854
"bBM1518"	"bBM1518"	"ER"	4264	0.0702003190923595
"bBM1519"	"bBM1519"	"GR"	4171	0.0680730366956213
"bBM1520"	"bBM1520"	"ER"	3753	0.0672221237369261
"bBM1521"	"bBM1521"	"ER"	3134	0.0582166282574012
"bBM1522"	"bBM1522"	"ER"	3012	0.05573479879454
"bBM1523"	"bBM1523"	"ER"	3473	0.0645275660343911
"bBM1524"	"bBM1524"	"ER"	2796	0.0222301010459138
"bBM1525"	"bBM1525"	"ER"	2298	0.0447792944513384
"bBM1526"	"bBM1526"	"ER"	3129	0.0586775394433611
"bBM1527"	"bBM1527"	"ER"	2781	0.0549902499556816
"bBM1528"	"bBM1528"	"ER"	3091	0.0594575429888318
"bBM1529"	"bBM1529"	"GR"	4034	0.0600957277078532
"bBM1530"	"bBM1530"	"ER"	2951	0.0567984399929091
"bBM1531"	"bBM1531"	"ER"	2656	0.0501684098564084
"bBM1532"	"bBM1532"	"ER"	3019	0.0580393547243397
"bBM1533"	"bBM1533"	"ER"	2934	0.0535366069845772
"bBM1534"	"bBM1534"	"GR"	3100	0.0450629321042368
"bBM1535"	"bBM1535"	"ER"	3323	0.0608402765467116
"bBM1536"	"bBM1536"	"ER"	2860	0.0567984399929091
"bBM1537"	"bBM1537"	"GR"	3030	0.0418365538025173
"bBM1538"	"bBM1538"	"GR"	3163	0.0434674703066832
"bBM1539"	"bBM1539"	"ER"	3354	0.0605211841872009
"bBM1540"	"bBM1540"	"DC"	2400	0.0483247651125687
"bBM1541"	"bBM1541"	"ER"	3303	0.0582875376706258
"bBM1542"	"bBM1542"	"ER"	3144	0.0548129764226201
"bBM1543"	"bBM1543"	"ER"	3176	0.0563020741003368
"bBM1544"	"bBM1544"	"GR"	3636	0.0556284346747031
"bBM1545"	"bBM1545"	"GR"	4379	0.0745612480056728
"bBM1546"	"bBM1546"	"ER"	1873	0.00960822549193405
"bBM1547"	"bBM1547"	"ER"	3108	0.0535366069845772
"bBM1548"	"bBM1548"	"GR"	3507	0.0510193228151037
"bBM1549"	"bBM1549"	"ER"	3438	0.0617620989186315
"bBM1551"	"bBM1551"	"ER"	3364	0.0579684453111151
"bBM1552"	"bBM1552"	"ER"	3053	0.0556284346747031
"bBM1553"	"bBM1553"	"MO"	2315	0.0483247651125687
"bBM1554"	"bBM1554"	"GR"	3685	0.0632511965963482
"bBM1555"	"bBM1555"	"ER"	3857	0.0734976068073037
"bBM1556"	"bBM1556"	"MO"	2936	0.0521893281333097
"bBM1557"	"bBM1557"	"GR"	3792	0.0573302605920936
"bBM1558"	"bBM1558"	"GR"	3012	0.0497429533770608
"bBM1559"	"bBM1559"	"MO"	3461	0.059244814749158
"bBM1560"	"bBM1560"	"GR"	2749	0.0540684275837617
"bBM1563"	"bBM1563"	"GR"	3497	0.0656266619393725
"bBM1564"	"bBM1564"	"ER"	2738	0.0543875199432725
"bBM1565"	"bBM1565"	"ER"	2960	0.05034568338947
"bBM1566"	"bBM1566"	"ER"	3515	0.0663712107782308
"bBM1567"	"bBM1567"	"BA"	2265	0.0482893104059564
"bBM1568"	"bBM1568"	"ER"	2564	0.051409324587839
"bBM1570"	"bBM1570"	"LY"	2376	0.0458429356497075
"bBM1571"	"bBM1571"	"ER"	3068	0.0548838858358447
"bBM1572"	"bBM1572"	"GR"	3530	0.053749335224251
"bBM1573"	"bBM1573"	"ER"	3593	0.0619748271583053
"bBM1574"	"bBM1574"	"GR"	3122	0.0443538379719908
"bBM1575"	"bBM1575"	"GR"	3680	0.0626839212905513
"bBM1576"	"bBM1576"	"MO"	3766	0.0676121255096614
"bBM1577"	"bBM1577"	"LY"	3360	0.0621521006913668
"bBM1578"	"bBM1578"	"ER"	3159	0.0571884417656444
"bBM1579"	"bBM1579"	"ER"	3164	0.0601666371210778
"bBM1580"	"bBM1580"	"ER"	2788	0.0515156887076759
"bBM1581"	"bBM1581"	"ER"	3435	0.0594575429888318
"bBM1582"	"bBM1582"	"MO"	2906	0.0591739053359333
"bBM1583"	"bBM1583"	"ER"	3217	0.0583584470838504
"bBM1584"	"bBM1584"	"ER"	3397	0.0609820953731608
"bBM1585"	"bBM1585"	"ER"	2700	0.0495656798439993
"bBM1586"	"bBM1586"	"ER"	2863	0.0553093423151923
"bBM1587"	"bBM1587"	"ER"	2833	0.0575075341251551
"bBM1588"	"bBM1588"	"ER"	2664	0.0508775039886545
"bBM1589"	"bBM1589"	"ER"	2854	0.0559829817408261
"bBM1590"	"bBM1590"	"MO"	3588	0.0625775571707144
"bBM1591"	"bBM1591"	"ER"	2959	0.0573302605920936
"bBM1592"	"bBM1592"	"GR"	3025	0.0579329906045028
"bBM1593"	"bBM1593"	"GR"	3509	0.0469420315546889
"bBM1594"	"bBM1594"	"MO"	2521	0.0491047686580394
"bBM1595"	"bBM1595"	"ER"	2897	0.0559475270342138
"bBM1596"	"bBM1596"	"GR"	3444	0.0459847544761567
"bBM1597"	"bBM1597"	"ER"	3285	0.0585002659102996
"bBM1598"	"bBM1598"	"LY"	2322	0.044850203864563
"bBM1599"	"bBM1599"	"ER"	3112	0.0589257223896472
"bBM1600"	"bBM1600"	"GR"	3682	0.0490338592448148
"bBM1601"	"bBM1601"	"ER"	3436	0.063463924836022
"bBM1602"	"bBM1602"	"ER"	3194	0.0612302783194469
"bBM1603"	"bBM1603"	"ER"	3061	0.0622230101045914
"bBM1604"	"bBM1604"	"ER"	2855	0.0580393547243397
"bBM1605"	"bBM1605"	"ER"	2656	0.0539266087573125
"bBM1606"	"bBM1606"	"ER"	2906	0.0546002481829463
"bBM1607"	"bBM1607"	"ER"	2871	0.0548129764226201
"bBM1608"	"bBM1608"	"GR"	3446	0.0603439106541393
"bBM1609"	"bBM1609"	"MO"	2463	0.0454883885835845
"bBM1610"	"bBM1610"	"LY"	2745	0.0534656975713526
"bBM1611"	"bBM1611"	"ER"	2992	0.0577911717780535
"bBM1612"	"bBM1612"	"LY"	2404	0.0480765821662826
"bBM1613"	"bBM1613"	"GR"	2963	0.0346747030668321
"bBM1614"	"bBM1614"	"ER"	2341	0.0463038468356674
"bBM1615"	"bBM1615"	"ER"	2673	0.0524020563729835
"bBM1617"	"bBM1617"	"ER"	2580	0.0500620457365715
"bBM1618"	"bBM1618"	"ER"	2543	0.048714766885304
"bBM1619"	"bBM1619"	"ER"	2832	0.0526856940258819
"bBM1620"	"bBM1620"	"ER"	2584	0.0507711398688176
"bBM1622"	"bBM1622"	"ER"	1967	0.0187909945045205
"bBM1623"	"bBM1623"	"ER"	2285	0.0466583939017905
"bBM1624"	"bBM1624"	"ER"	2577	0.0529693316787804
"bBM1625"	"bBM1625"	"ER"	2094	0.0442829285587662
"bBM1626"	"bBM1626"	"ER"	2269	0.0272646693848608
"bBM1627"	"bBM1627"	"ER"	3182	0.0629675589434497
"bBM1628"	"bBM1628"	"ER"	2751	0.0461620280092182
"bBM1629"	"bBM1629"	"ER"	2416	0.0445311115050523
"bBM1630"	"bBM1630"	"ER"	2577	0.0308101400460911
"bBM1631"	"bBM1631"	"GR"	3610	0.0479347633398334
"bBM1632"	"bBM1632"	"GR"	3690	0.0683212196419075
"bBM1633"	"bBM1633"	"GR"	3479	0.046374756248892
"bBM1634"	"bBM1634"	"GR"	3232	0.0450274773976245
"bBM1635"	"bBM1635"	"ER"	2868	0.0547775217160078
"bBM1636"	"bBM1636"	"ER"	2346	0.0427229214678249
"bBM1637"	"bBM1637"	"MK"	2436	0.0508065945754299
"bBM1638"	"bBM1638"	"GR"	3104	0.0544584293564971
"bBM1639"	"bBM1639"	"ER"	2656	0.049175678071264
"bBM1640"	"bBM1640"	"ER"	2820	0.0536075163978018
"bBM1641"	"bBM1641"	"ER"	3461	0.0602730012409147
"bBM1642"	"bBM1642"	"BA"	2723	0.0486793121786917
"bBM1643"	"bBM1643"	"GR"	2589	0.0517993263605744
"bBM1645"	"bBM1645"	"ER"	2683	0.0539975181705371
"bBM1646"	"bBM1646"	"MK"	2148	0.0453465697571353
"bBM1647"	"bBM1647"	"GR"	3353	0.0414110973231697
"bBM1648"	"bBM1648"	"ER"	2973	0.0583939017904627
"bBM1649"	"bBM1649"	"ER"	3175	0.057259351178869
"bBM1650"	"bBM1650"	"ER"	2666	0.0539266087573125
"bBM1651"	"bBM1651"	"ER"	3184	0.0613720971458961
"bBM1652"	"bBM1652"	"GR"	2941	0.0520120546002482
"bBM1653"	"bBM1653"	"ER"	3264	0.0601311824144655
"bBM1654"	"bBM1654"	"ER"	2580	0.0277610352774331
"bBM1655"	"bBM1655"	"ER"	2323	0.029746498847722
"bBM1656"	"bBM1656"	"ER"	2769	0.0528275128523312
"bBM1657"	"bBM1657"	"MO"	2567	0.0500620457365715
"bBM1658"	"bBM1658"	"ER"	3041	0.0554511611416416
"bBM1659"	"bBM1659"	"GR"	2869	0.0534302428647403
"bBM1660"	"bBM1660"	"ER"	2868	0.0542811558234356
"bBM1661"	"bBM1661"	"ER"	2806	0.0517284169473498
"bBM1662"	"bBM1662"	"LY"	2165	0.0408438220173728
"bBM1663"	"bBM1663"	"ER"	2343	0.0469065768480766
"bBM1664"	"bBM1664"	"BA"	2595	0.0436092891331324
"bBM1665"	"bBM1665"	"ER"	2956	0.057259351178869
"bBM1666"	"bBM1666"	"ER"	2888	0.0559829817408261
"bBM1667"	"bBM1667"	"ER"	2310	0.0459138450629321
"bBM1668"	"bBM1668"	"ER"	2586	0.0518347810671867
"bBM1669"	"bBM1669"	"GR"	2509	0.0497784080836731
"bBM1670"	"bBM1670"	"ER"	3048	0.0536784258110264
"bBM1671"	"bBM1671"	"GR"	3463	0.0445665662116646
"bBM1672"	"bBM1672"	"LY"	2432	0.0482893104059564
"bBM1674"	"bBM1674"	"MO"	2530	0.0484311292324056
"bBM1675"	"bBM1675"	"ER"	3379	0.0608757312533239
"bBM1676"	"bBM1676"	"ER"	2171	0.0449920226910122
"bBM1677"	"bBM1677"	"MO"	2474	0.0490693139514271
"bBM1678"	"bBM1678"	"ER"	2665	0.0490693139514271
"bBM1679"	"bBM1679"	"ER"	1690	0.00496365892572239
"bBM1680"	"bBM1680"	"GR"	2939	0.0413047332033327
"bBM1682"	"bBM1682"	"GR"	2443	0.0457365715298706
"bBM1683"	"bBM1683"	"BA"	2076	0.042971104414111
"bBM1684"	"bBM1684"	"ER"	2852	0.0539266087573125
"bBM1685"	"bBM1685"	"MO"	1909	0.0421911008686403
"bBM1686"	"bBM1686"	"GR"	3276	0.0411983690834958
"bBM1687"	"bBM1687"	"GR"	2724	0.0519411451870236
"bBM1688"	"bBM1688"	"ER"	2679	0.0524020563729835
"bBM1689"	"bBM1689"	"ER"	2656	0.0462683921290551
"bBM1690"	"bBM1690"	"ER"	2389	0.048714766885304
"bBM1691"	"bBM1691"	"LY"	2275	0.0461265733026059
"bBM1692"	"bBM1692"	"ER"	2951	0.0589611770962595
"bBM1693"	"bBM1693"	"ER"	2887	0.0539266087573125
"bBM1694"	"bBM1694"	"GR"	2355	0.0389647225669208
"bBM1695"	"bBM1695"	"MO"	3199	0.0602020918276901
"bBM1696"	"bBM1696"	"DC"	1954	0.0388938131536962
"bBM1697"	"bBM1697"	"GR"	2482	0.0502038645630207
"bBM1698"	"bBM1698"	"ER"	2766	0.0537847899308633
"bBM1699"	"bBM1699"	"ER"	2477	0.0472611239141996
"bBM1700"	"bBM1700"	"ER"	2437	0.0498138627902854
"bBM1701"	"bBM1701"	"GR"	3017	0.0436447438397447
"bBM1702"	"bBM1702"	"ER"	1769	0.013118241446552
