"cells"	"ct"	"umi"	"cdr"
"bBM2693"	"bBM2693"	"ER"	8279	0.107285942208828
"bBM2694"	"bBM2694"	"GR"	10047	0.124268746676121
"bBM2695"	"bBM2695"	"GR"	9615	0.124197837262897
"bBM2697"	"bBM2697"	"GR"	9075	0.124339656089346
"bBM2698"	"bBM2698"	"GR"	7514	0.104804112745967
"bBM2699"	"bBM2699"	"GR"	8745	0.116645984754476
"bBM2700"	"bBM2700"	"GR"	10039	0.130579684453111
"bBM2701"	"bBM2701"	"GR"	7442	0.103350469774863
"bBM2702"	"bBM2702"	"GR"	7548	0.100939549725226
"bBM2703"	"bBM2703"	"LY"	8080	0.116149618861904
"bBM2704"	"bBM2704"	"GR"	9308	0.117035986527211
"bBM2705"	"bBM2705"	"GR"	8761	0.108207764580748
"bBM2706"	"bBM2706"	"GR"	10268	0.123878744903386
"bBM2707"	"bBM2707"	"GR"	8032	0.111505052295692
"bBM2708"	"bBM2708"	"GR"	7359	0.100655912072328
"bBM2709"	"bBM2709"	"GR"	9399	0.122531466052118
"bBM2710"	"bBM2710"	"GR"	7512	0.103031377415352
"bBM2711"	"bBM2711"	"GR"	9487	0.123666016663712
"bBM2712"	"bBM2712"	"GR"	8466	0.117674171246233
"bBM2713"	"bBM2713"	"GR"	7801	0.107144123382379
"bBM2714"	"bBM2714"	"GR"	8649	0.112568693494061
"bBM2715"	"bBM2715"	"GR"	8426	0.116185073568516
"bBM2716"	"bBM2716"	"GR"	8622	0.117532352419784
"bBM2717"	"bBM2717"	"GR"	8828	0.117674171246233
"bBM2718"	"bBM2718"	"GR"	7826	0.109200496365893
"bBM2719"	"bBM2719"	"GR"	9257	0.121148732494239
"bBM2720"	"bBM2720"	"GR"	6535	0.0967558943449743
"bBM2721"	"bBM2721"	"GR"	8609	0.114412338237901
"bBM2722"	"bBM2722"	"GR"	7014	0.0991668143946109
"bBM2723"	"bBM2723"	"GR"	7057	0.099414997340897
"bBM2724"	"bBM2724"	"GR"	7813	0.109377769898954
"bBM2725"	"bBM2725"	"GR"	7887	0.111505052295692
"bBM2727"	"bBM2727"	"ER"	6060	0.0929622407374579
"bBM2728"	"bBM2728"	"GR"	7961	0.104875022159192
"bBM2729"	"bBM2729"	"GR"	7628	0.113738698812267
"bBM2730"	"bBM2730"	"GR"	7288	0.102357737989718
"bBM2731"	"bBM2731"	"GR"	7497	0.111788689948591
"bBM2732"	"bBM2732"	"MO"	7183	0.101542279737635
"bBM2733"	"bBM2733"	"GR"	8214	0.112887785853572
"bBM2734"	"bBM2734"	"GR"	8621	0.0948767948945222
"bBM2735"	"bBM2735"	"GR"	9058	0.118560538911541
"bBM2736"	"bBM2736"	"GR"	6514	0.0950186137209715
"bBM2737"	"bBM2737"	"GR"	6409	0.096720439638362
"bBM2738"	"bBM2738"	"GR"	7896	0.110831412870059
"bBM2739"	"bBM2739"	"GR"	8015	0.104839567452579
"bBM2740"	"bBM2740"	"MO"	7505	0.10469774862613
"bBM2741"	"bBM2741"	"GR"	6254	0.0987768126218756
"bBM2742"	"bBM2742"	"GR"	8324	0.108491402233647
"bBM2744"	"bBM2744"	"ER"	6638	0.0965431661053005
"bBM2745"	"bBM2745"	"GR"	7224	0.102464102109555
"bBM2746"	"bBM2746"	"GR"	7129	0.101294096791349
"bBM2747"	"bBM2747"	"GR"	7913	0.108987768126219
"bBM2748"	"bBM2748"	"ER"	6034	0.0930686048572948
"bBM2749"	"bBM2749"	"GR"	7181	0.105513206878213
"bBM2750"	"bBM2750"	"GR"	6818	0.10193228151037
"bBM2751"	"bBM2751"	"GR"	7824	0.107853217514625
"bBM2752"	"bBM2752"	"GR"	7828	0.107888672221237
"bBM2753"	"bBM2753"	"GR"	7883	0.111505052295692
"bBM2754"	"bBM2754"	"ER"	6608	0.0959404360928913
"bBM2755"	"bBM2755"	"ER"	6209	0.0925367842581103
"bBM2756"	"bBM2756"	"ER"	6283	0.0905867753944336
"bBM2757"	"bBM2757"	"MO"	7640	0.107144123382379
"bBM2758"	"bBM2758"	"ER"	7002	0.0954086154937068
"bBM2759"	"bBM2759"	"ER"	6645	0.100762276192165
"bBM2760"	"bBM2760"	"ER"	6342	0.0960113455061159
"bBM2761"	"bBM2761"	"GR"	6632	0.0946286119482361
"bBM2762"	"bBM2762"	"GR"	8234	0.112816876440347
"bBM2763"	"bBM2763"	"MO"	6911	0.102960468002127
"bBM2764"	"bBM2764"	"GR"	7579	0.105229569225315
"bBM2765"	"bBM2765"	"MO"	7759	0.106328665130296
"bBM2766"	"bBM2766"	"GR"	6711	0.0994859067541216
"bBM2767"	"bBM2767"	"GR"	8215	0.114057791171778
"bBM2768"	"bBM2768"	"GR"	6157	0.0942740648821131
"bBM2769"	"bBM2769"	"GR"	6594	0.0955149796135437
"bBM2770"	"bBM2770"	"GR"	7927	0.112178691721326
"bBM2771"	"bBM2771"	"GR"	7791	0.106399574543521
"bBM2772"	"bBM2772"	"GR"	7097	0.101719553270697
"bBM2773"	"bBM2773"	"GR"	6337	0.0971813508243219
"bBM2774"	"bBM2774"	"BA"	7767	0.109342315192342
"bBM2775"	"bBM2775"	"GR"	6419	0.0994859067541216
"bBM2776"	"bBM2776"	"GR"	6830	0.104768658039355
"bBM2777"	"bBM2777"	"GR"	6955	0.10239319269633
"bBM2778"	"bBM2778"	"MO"	8202	0.112249601134551
"bBM2779"	"bBM2779"	"MO"	8343	0.112143237014714
"bBM2780"	"bBM2780"	"ER"	4802	0.0760858003900018
"bBM2781"	"bBM2781"	"MO"	6223	0.0998404538202446
"bBM2782"	"bBM2782"	"GR"	6468	0.090161318915086
"bBM2783"	"bBM2783"	"GR"	6836	0.0950895231341961
"bBM2784"	"bBM2784"	"GR"	6983	0.0990249955681617
"bBM2785"	"bBM2785"	"MO"	6158	0.096720439638362
"bBM2786"	"bBM2786"	"GR"	6738	0.0983868108491402
"bBM2787"	"bBM2787"	"GR"	5805	0.091685871299415
"bBM2788"	"bBM2788"	"GR"	6900	0.0968268037581989
"bBM2789"	"bBM2789"	"GR"	6370	0.0985286296755894
"bBM2790"	"bBM2790"	"GR"	7650	0.100372274419429
"bBM2791"	"bBM2791"	"GR"	6145	0.0886722212373693
"bBM2792"	"bBM2792"	"ER"	6334	0.0938840631093778
"bBM2793"	"bBM2793"	"GR"	6298	0.0920049636589257
"bBM2794"	"bBM2794"	"GR"	6281	0.0970395319978727
"bBM2795"	"bBM2795"	"MO"	6020	0.0934940613366424
"bBM2796"	"bBM2796"	"GR"	7080	0.103527743307924
"bBM2797"	"bBM2797"	"GR"	6766	0.097890444956568
"bBM2798"	"bBM2798"	"GR"	6568	0.0972877149441588
"bBM2799"	"bBM2799"	"ER"	4830	0.0767948945222478
"bBM2800"	"bBM2800"	"GR"	7260	0.10193228151037
"bBM2801"	"bBM2801"	"ER"	5589	0.0912604148200674
"bBM2802"	"bBM2802"	"GR"	5797	0.0909058677539443
"bBM2803"	"bBM2803"	"ER"	5395	0.0877503988654494
"bBM2804"	"bBM2804"	"GR"	7779	0.106789576316256
"bBM2805"	"bBM2805"	"MO"	6734	0.100478638539266
"bBM2806"	"bBM2806"	"GR"	6383	0.0761212550966141
"bBM2808"	"bBM2808"	"GR"	5400	0.0859067541216096
"bBM2809"	"bBM2809"	"ER"	6049	0.0904449565679844
"bBM2810"	"bBM2810"	"ER"	4991	0.0796667257578444
"bBM2811"	"bBM2811"	"GR"	5325	0.0833540152455238
"bBM2812"	"bBM2812"	"GR"	6341	0.0948413401879099
"bBM2813"	"bBM2813"	"GR"	6802	0.101577734444247
"bBM2814"	"bBM2814"	"MO"	5247	0.0879276723985109
"bBM2815"	"bBM2815"	"GR"	6433	0.0910122318737812
"bBM2816"	"bBM2816"	"ER"	5606	0.0852331146959759
"bBM2817"	"bBM2817"	"ER"	5197	0.0858003900017727
"bBM2818"	"bBM2818"	"GR"	7021	0.103031377415352
"bBM2819"	"bBM2819"	"ER"	6161	0.0961531643325651
"bBM2820"	"bBM2820"	"GR"	7212	0.107392306328665
"bBM2821"	"bBM2821"	"GR"	6792	0.0985286296755894
"bBM2822"	"bBM2822"	"GR"	5640	0.0810494593157242
"bBM2824"	"bBM2824"	"GR"	6848	0.0966495302251374
"bBM2825"	"bBM2825"	"MO"	6665	0.102499556816167
"bBM2826"	"bBM2826"	"ER"	5036	0.0826094664066655
"bBM2827"	"bBM2827"	"ER"	5100	0.0832476511256869
"bBM2828"	"bBM2828"	"GR"	6881	0.102499556816167
"bBM2829"	"bBM2829"	"ER"	5595	0.0871831235596525
"bBM2830"	"bBM2830"	"ER"	4763	0.0837085623116469
"bBM2831"	"bBM2831"	"MO"	6640	0.10253501152278
"bBM2832"	"bBM2832"	"ER"	4935	0.0789930863322106
"bBM2833"	"bBM2833"	"GR"	4899	0.0749157950717958
"bBM2834"	"bBM2834"	"ER"	5539	0.0849494770430775
"bBM2836"	"bBM2836"	"GR"	5541	0.0823612834603794
"bBM2837"	"bBM2837"	"ER"	5931	0.0964368019854636
"bBM2838"	"bBM2838"	"GR"	5330	0.0811912781421734
"bBM2839"	"bBM2839"	"GR"	5502	0.0742776103527743
"bBM2840"	"bBM2840"	"GR"	5650	0.084665839390179
"bBM2841"	"bBM2841"	"GR"	6297	0.09976954440702
"bBM2842"	"bBM2842"	"ER"	5061	0.0832121964190746
"bBM2843"	"bBM2843"	"ER"	4795	0.0744194291792235
"bBM2844"	"bBM2844"	"ER"	5472	0.0883885835844708
"bBM2845"	"bBM2845"	"ER"	3202	0.00446729303315015
"bBM2847"	"bBM2847"	"GR"	5747	0.0881404006381847
"bBM2848"	"bBM2848"	"GR"	5698	0.0889204041836554
"bBM2849"	"bBM2849"	"GR"	6575	0.0930686048572948
"bBM2850"	"bBM2850"	"GR"	6500	0.0930331501506825
"bBM2851"	"bBM2851"	"ER"	5629	0.0915440524729658
"bBM2852"	"bBM2852"	"MO"	5725	0.0909413224605566
"bBM2853"	"bBM2853"	"ER"	5110	0.081262187555398
"bBM2854"	"bBM2854"	"ER"	5817	0.0897358624357383
"bBM2855"	"bBM2855"	"GR"	6455	0.0992377238078355
"bBM2856"	"bBM2856"	"MO"	5909	0.0962595284524021
"bBM2857"	"bBM2857"	"GR"	5687	0.0851976599893636
"bBM2858"	"bBM2858"	"ER"	5631	0.0883885835844708
"bBM2859"	"bBM2859"	"GR"	6071	0.0914376883531289
"bBM2860"	"bBM2860"	"GR"	6035	0.0886722212373693
"bBM2861"	"bBM2861"	"ER"	4865	0.0837085623116469
"bBM2862"	"bBM2862"	"GR"	5724	0.0756957986172664
"bBM2863"	"bBM2863"	"ER"	5173	0.08314128700585
"bBM2864"	"bBM2864"	"ER"	5259	0.0840985640843822
"bBM2865"	"bBM2865"	"GR"	4496	0.0601666371210778
"bBM2866"	"bBM2866"	"ER"	5165	0.084311292324056
"bBM2867"	"bBM2867"	"ER"	5871	0.0868640312001418
"bBM2868"	"bBM2868"	"ER"	4269	0.0743485197659989
"bBM2869"	"bBM2869"	"ER"	5601	0.0908349583407197
"bBM2870"	"bBM2870"	"ER"	5484	0.0867222123736926
"bBM2871"	"bBM2871"	"ER"	4643	0.080801276369438
"bBM2872"	"bBM2872"	"GR"	5013	0.0813685516752349
"bBM2873"	"bBM2873"	"ER"	5106	0.0776812621875554
"bBM2874"	"bBM2874"	"ER"	4531	0.077397624534657
"bBM2875"	"bBM2875"	"ER"	4254	0.075412160964368
"bBM2876"	"bBM2876"	"GR"	5560	0.0775039886544939
"bBM2877"	"bBM2877"	"MO"	5289	0.0865094841340188
"bBM2878"	"bBM2878"	"GR"	5685	0.0929976954440702
"bBM2879"	"bBM2879"	"ER"	5123	0.0871122141464279
"bBM2880"	"bBM2880"	"ER"	4828	0.0834603793653608
"bBM2881"	"bBM2881"	"ER"	3739	0.0691366778939904
"bBM2882"	"bBM2882"	"GR"	4445	0.0747385215387343
"bBM2883"	"bBM2883"	"ER"	5074	0.0771848962949832
"bBM2884"	"bBM2884"	"GR"	5463	0.0773267151214324
"bBM2885"	"bBM2885"	"GR"	4033	0.072717603261833
"bBM2886"	"bBM2886"	"ER"	4704	0.0798439992909059
"bBM2887"	"bBM2887"	"ER"	5450	0.0853749335224251
"bBM2888"	"bBM2888"	"ER"	5754	0.0863322106009573
"bBM2889"	"bBM2889"	"GR"	5236	0.0859776635348343
"bBM2890"	"bBM2890"	"ER"	5665	0.08314128700585
"bBM2891"	"bBM2891"	"ER"	5643	0.0865803935472434
"bBM2892"	"bBM2892"	"ER"	4508	0.0778585357206169
"bBM2893"	"bBM2893"	"ER"	5688	0.0858712994149973
"bBM2894"	"bBM2894"	"ER"	4856	0.0768658039354724
"bBM2895"	"bBM2895"	"GR"	5538	0.0816521893281333
"bBM2896"	"bBM2896"	"MO"	4697	0.0749867044850204
"bBM2897"	"bBM2897"	"GR"	4772	0.0665839390179046
"bBM2898"	"bBM2898"	"GR"	5165	0.0842758376174437
"bBM2899"	"bBM2899"	"GR"	5841	0.089700407729126
"bBM2900"	"bBM2900"	"ER"	4636	0.0788867222123737
"bBM2901"	"bBM2901"	"ER"	5362	0.0873958517993264
"bBM2902"	"bBM2902"	"GR"	5025	0.0772203510015955
"bBM2903"	"bBM2903"	"ER"	5639	0.0902322283283106
"bBM2904"	"bBM2904"	"MO"	4425	0.0783903563198015
"bBM2905"	"bBM2905"	"GR"	5521	0.0815458252082964
"bBM2906"	"bBM2906"	"ER"	4701	0.078106718666903
"bBM2907"	"bBM2907"	"GR"	4782	0.0664066654848431
"bBM2908"	"bBM2908"	"GR"	5658	0.0903031377415352
"bBM2909"	"bBM2909"	"ER"	4346	0.0726821485552207
"bBM2910"	"bBM2910"	"ER"	4299	0.0720794185428116
"bBM2911"	"bBM2911"	"GR"	5135	0.080907640489275
"bBM2912"	"bBM2912"	"GR"	5303	0.0861194823612835
"bBM2913"	"bBM2913"	"GR"	6070	0.0894167700762276
"bBM2914"	"bBM2914"	"GR"	5198	0.0803758198900904
"bBM2915"	"bBM2915"	"GR"	4900	0.0826094664066655
"bBM2916"	"bBM2916"	"GR"	4707	0.0804112745967027
"bBM2917"	"bBM2917"	"MO"	4315	0.0733557879808545
"bBM2918"	"bBM2918"	"GR"	4497	0.0767239851090232
"bBM2919"	"bBM2919"	"GR"	5479	0.085481297642262
"bBM2920"	"bBM2920"	"ER"	4622	0.0784258110264138
"bBM2921"	"bBM2921"	"ER"	4377	0.0754476156709803
"bBM2922"	"bBM2922"	"GR"	5812	0.0924658748448857
"bBM2923"	"bBM2923"	"GR"	5382	0.0900195000886368
"bBM2924"	"bBM2924"	"GR"	5256	0.0823967381669917
"bBM2925"	"bBM2925"	"GR"	5058	0.0828931040595639
"bBM2926"	"bBM2926"	"GR"	4952	0.0732139691544052
"bBM2927"	"bBM2927"	"GR"	5841	0.0888140400638185
"bBM2928"	"bBM2928"	"GR"	5625	0.0888849494770431
"bBM2929"	"bBM2929"	"MO"	5363	0.0886722212373693
"bBM2930"	"bBM2930"	"ER"	4632	0.0784967204396384
"bBM2931"	"bBM2931"	"GR"	4407	0.0766530756957986
"bBM2932"	"bBM2932"	"ER"	4809	0.0766176209891863
"bBM2933"	"bBM2933"	"GR"	5055	0.0795603616380074
"bBM2934"	"bBM2934"	"ER"	4914	0.0813685516752349
"bBM2935"	"bBM2935"	"ER"	4688	0.0769721680553093
"bBM2936"	"bBM2936"	"GR"	4001	0.0689239496543166
"bBM2937"	"bBM2937"	"ER"	4914	0.0811912781421734
"bBM2938"	"bBM2938"	"ER"	4134	0.0736748803403652
"bBM2939"	"bBM2939"	"MO"	4357	0.0772558057082078
"bBM2940"	"bBM2940"	"GR"	5320	0.0881404006381847
"bBM2941"	"bBM2941"	"ER"	4024	0.0750221591916327
"bBM2942"	"bBM2942"	"ER"	4432	0.0778230810140046
"bBM2943"	"bBM2943"	"GR"	4551	0.0659812090054955
"bBM2944"	"bBM2944"	"GR"	5549	0.0820776458074809
"bBM2945"	"bBM2945"	"GR"	5199	0.0757312533238787
"bBM2946"	"bBM2946"	"GR"	5318	0.0873249423861018
"bBM2947"	"bBM2947"	"ER"	4387	0.0766885304024109
"bBM2948"	"bBM2948"	"MO"	5043	0.081262187555398
"bBM2949"	"bBM2949"	"MO"	5393	0.0895940436092891
"bBM2950"	"bBM2950"	"ER"	5457	0.0873249423861018
"bBM2951"	"bBM2951"	"MO"	4655	0.0774685339478816
"bBM2952"	"bBM2952"	"ER"	4932	0.0854103882290374
"bBM2953"	"bBM2953"	"LY"	3265	0.0614430065591207
"bBM2954"	"bBM2954"	"GR"	4621	0.0809430951958873
"bBM2955"	"bBM2955"	"GR"	5014	0.0721503279560362
"bBM2956"	"bBM2956"	"GR"	5134	0.0830703775926254
"bBM2958"	"bBM2958"	"ER"	4825	0.0830349228860131
"bBM2959"	"bBM2959"	"ER"	4650	0.0798794539975182
"bBM2960"	"bBM2960"	"ER"	3588	0.0661939372451693
"bBM2961"	"bBM2961"	"ER"	3595	0.0624357383442652
"bBM2962"	"bBM2962"	"ER"	4927	0.0812976422620103
"bBM2963"	"bBM2963"	"GR"	4307	0.0573302605920936
"bBM2964"	"bBM2964"	"ER"	4516	0.0637830171955327
"bBM2965"	"bBM2965"	"ER"	5037	0.0845949299769544
"bBM2966"	"bBM2966"	"GR"	5228	0.0734266973940791
"bBM2967"	"bBM2967"	"GR"	5411	0.0709448679312179
"bBM2968"	"bBM2968"	"ER"	3814	0.068853040241092
"bBM2969"	"bBM2969"	"GR"	4549	0.0781776280801276
"bBM2970"	"bBM2970"	"ER"	4724	0.0801276369438043
"bBM2971"	"bBM2971"	"ER"	3022	0.0267328487856763
"bBM2972"	"bBM2972"	"ER"	3319	0.0587129941499734
"bBM2973"	"bBM2973"	"ER"	5137	0.0829994681794008
"bBM2974"	"bBM2974"	"ER"	4227	0.0752703421379188
"bBM2975"	"bBM2975"	"ER"	4453	0.0776812621875554
"bBM2976"	"bBM2976"	"GR"	5085	0.0835667434851977
"bBM2977"	"bBM2977"	"ER"	5042	0.0837794717248715
"bBM2978"	"bBM2978"	"MO"	5194	0.0888494947704308
"bBM2979"	"bBM2979"	"ER"	5088	0.0814749157950718
"bBM2980"	"bBM2980"	"ER"	3433	0.059953908881404
"bBM2981"	"bBM2981"	"ER"	4246	0.0709803226378302
"bBM2982"	"bBM2982"	"GR"	4816	0.085835844708385
"bBM2983"	"bBM2983"	"GR"	5260	0.0835312887785854
"bBM2984"	"bBM2984"	"ER"	4168	0.0723985109023223
"bBM2985"	"bBM2985"	"ER"	3886	0.0680021272823967
"bBM2986"	"bBM2986"	"ER"	4317	0.0750930686048573
"bBM2987"	"bBM2987"	"GR"	4919	0.080907640489275
"bBM2988"	"bBM2988"	"GR"	3814	0.0664775748980677
"bBM2989"	"bBM2989"	"GR"	4082	0.0692784967204396
"bBM2990"	"bBM2990"	"MO"	4460	0.0792058145718844
"bBM2991"	"bBM2991"	"ER"	3509	0.0448147491579507
"bBM2992"	"bBM2992"	"ER"	4372	0.0751285233114696
"bBM2993"	"bBM2993"	"ER"	4287	0.0716539620634639
"bBM2994"	"bBM2994"	"ER"	4392	0.0738521538734267
"bBM2995"	"bBM2995"	"MO"	4898	0.0784612657330261
"bBM2996"	"bBM2996"	"GR"	5223	0.0837440170182592
"bBM2997"	"bBM2997"	"ER"	4567	0.0786739939726999
"bBM2998"	"bBM2998"	"ER"	4326	0.0800212728239674
"bBM2999"	"bBM2999"	"GR"	3934	0.0708030491047687
"bBM3000"	"bBM3000"	"GR"	4297	0.0602375465343024
"bBM3001"	"bBM3001"	"ER"	3295	0.0585002659102996
"bBM3002"	"bBM3002"	"GR"	4481	0.0771139868817586
"bBM3003"	"bBM3003"	"ER"	3982	0.0686403120014182
"bBM3004"	"bBM3004"	"MO"	4763	0.0822549193405425
"bBM3005"	"bBM3005"	"MK"	3891	0.0714412338237901
"bBM3006"	"bBM3006"	"ER"	3467	0.0612302783194469
"bBM3007"	"bBM3007"	"ER"	4105	0.0710157773444425
"bBM3008"	"bBM3008"	"GR"	4202	0.0739230632866513
"bBM3009"	"bBM3009"	"ER"	4277	0.0717603261833008
"bBM3010"	"bBM3010"	"BA"	4636	0.0765112568693494
"bBM3011"	"bBM3011"	"MO"	4744	0.0847367488034036
"bBM3012"	"bBM3012"	"ER"	3913	0.0683566743485198
"bBM3013"	"bBM3013"	"GR"	5035	0.0763339833362879
"bBM3014"	"bBM3014"	"DC"	4311	0.0786385392660876
"bBM3015"	"bBM3015"	"GR"	4810	0.0687821308278674
"bBM3016"	"bBM3016"	"ER"	3879	0.0678248537493352
"bBM3017"	"bBM3017"	"GR"	5015	0.0837440170182592
"bBM3018"	"bBM3018"	"ER"	3871	0.070838503811381
"bBM3019"	"bBM3019"	"ER"	3527	0.0636057436624712
"bBM3020"	"bBM3020"	"ER"	4026	0.0678603084559475
"bBM3021"	"bBM3021"	"ER"	4826	0.0820776458074809
"bBM3022"	"bBM3022"	"ER"	3339	0.0593511788689949
"bBM3023"	"bBM3023"	"GR"	3920	0.0688175855344797
"bBM3024"	"bBM3024"	"ER"	2955	0.0193937245169296
"bBM3025"	"bBM3025"	"GR"	4070	0.0719375997163623
"bBM3026"	"bBM3026"	"GR"	4702	0.06697394079064
"bBM3027"	"bBM3027"	"GR"	3877	0.0673639425633753
"bBM3028"	"bBM3028"	"ER"	4077	0.0725757844353838
"bBM3029"	"bBM3029"	"ER"	3794	0.0685694025881936
"bBM3030"	"bBM3030"	"ER"	3901	0.0694912249601135
"bBM3031"	"bBM3031"	"GR"	4693	0.0777167168941677
"bBM3032"	"bBM3032"	"GR"	4738	0.0754830703775926
"bBM3033"	"bBM3033"	"ER"	3344	0.0615493706789576
"bBM3034"	"bBM3034"	"ER"	4356	0.074242155646162
"bBM3035"	"bBM3035"	"ER"	3230	0.0625421024641021
"bBM3036"	"bBM3036"	"ER"	4077	0.0673639425633753
"bBM3037"	"bBM3037"	"ER"	3755	0.0695621343733381
"bBM3038"	"bBM3038"	"MO"	3972	0.0730366956213437
"bBM3039"	"bBM3039"	"GR"	4269	0.0724339656089346
"bBM3040"	"bBM3040"	"ER"	4212	0.0751639780180819
"bBM3041"	"bBM3041"	"MK"	3944	0.073533061513916
"bBM3042"	"bBM3042"	"GR"	4791	0.082432192873604
"bBM3043"	"bBM3043"	"ER"	3975	0.0684630384683567
"bBM3044"	"bBM3044"	"GR"	4480	0.0815812799149087
"bBM3045"	"bBM3045"	"ER"	4101	0.0722566920758731
"bBM3046"	"bBM3046"	"GR"	4060	0.0733912426874668
"bBM3047"	"bBM3047"	"GR"	4565	0.060308455947527
"bBM3048"	"bBM3048"	"LY"	3764	0.0664775748980677
"bBM3049"	"bBM3049"	"ER"	4400	0.0783903563198015
"bBM3051"	"bBM3051"	"GR"	3611	0.0639248360219819
"bBM3052"	"bBM3052"	"ER"	3614	0.0691366778939904
"bBM3053"	"bBM3053"	"ER"	4339	0.075873072150328
"bBM3054"	"bBM3054"	"ER"	3927	0.0704130473320333
"bBM3055"	"bBM3055"	"ER"	3616	0.0644566566211665
"bBM3056"	"bBM3056"	"GR"	4471	0.0758376174437157
"bBM3057"	"bBM3057"	"ER"	4471	0.0765112568693494
"bBM3059"	"bBM3059"	"ER"	4486	0.074242155646162
"bBM3060"	"bBM3060"	"ER"	4021	0.0702003190923595
"bBM3061"	"bBM3061"	"GR"	4148	0.0642793830881049
"bBM3063"	"bBM3063"	"ER"	3508	0.0633221060095728
"bBM3064"	"bBM3064"	"ER"	3698	0.0671512143237015
"bBM3065"	"bBM3065"	"GR"	4149	0.0741003368197128
"bBM3066"	"bBM3066"	"GR"	3754	0.06697394079064
"bBM3067"	"bBM3067"	"ER"	3756	0.0655202978195355
"bBM3068"	"bBM3068"	"ER"	4220	0.0753412515511434
"bBM3069"	"bBM3069"	"ER"	2987	0.025172841694735
"bBM3070"	"bBM3070"	"GR"	4218	0.0767239851090232
"bBM3071"	"bBM3071"	"ER"	3442	0.0645275660343911
"bBM3072"	"bBM3072"	"ER"	3858	0.0681084914022336
"bBM3073"	"bBM3073"	"MO"	4162	0.0728594220882822
"bBM3074"	"bBM3074"	"ER"	3954	0.0665839390179046
"bBM3077"	"bBM3077"	"GR"	3771	0.0670803049104769
"bBM3078"	"bBM3078"	"ER"	3610	0.0663357560716185
"bBM3079"	"bBM3079"	"ER"	3453	0.0614075518525084
"bBM3080"	"bBM3080"	"MO"	4330	0.0727885126750576
"bBM3081"	"bBM3081"	"GR"	3872	0.0722212373692608
"bBM3082"	"bBM3082"	"GR"	3812	0.0668321219641907
"bBM3083"	"bBM3083"	"GR"	3138	0.0597057259351179
"bBM3084"	"bBM3084"	"MO"	3978	0.0704839567452579
"bBM3085"	"bBM3085"	"ER"	4444	0.075873072150328
"bBM3086"	"bBM3086"	"GR"	3782	0.0554511611416416
"bBM3087"	"bBM3087"	"GR"	4511	0.0749157950717958
"bBM3088"	"bBM3088"	"ER"	3374	0.0621521006913668
"bBM3089"	"bBM3089"	"GR"	3814	0.0699521361460734
"bBM3090"	"bBM3090"	"GR"	4547	0.0800212728239674
"bBM3092"	"bBM3092"	"ER"	3094	0.0355256160255274
"bBM3093"	"bBM3093"	"ER"	3596	0.06697394079064
"bBM3094"	"bBM3094"	"MO"	4342	0.0709448679312179
"bBM3095"	"bBM3095"	"DC"	3712	0.0713703244105655
"bBM3096"	"bBM3096"	"ER"	3474	0.0661939372451693
"bBM3097"	"bBM3097"	"ER"	3178	0.0566566211664599
"bBM3099"	"bBM3099"	"ER"	3162	0.0621166459847545
"bBM3100"	"bBM3100"	"GR"	3473	0.0507711398688176
"bBM3101"	"bBM3101"	"ER"	3720	0.0686757667080305
"bBM3103"	"bBM3103"	"ER"	4140	0.0692430420138273
"bBM3104"	"bBM3104"	"ER"	3367	0.0648466583939018
"bBM3105"	"bBM3105"	"GR"	3591	0.0675412160964368
"bBM3106"	"bBM3106"	"ER"	3551	0.0634993795426343
"bBM3107"	"bBM3107"	"GR"	4359	0.0742776103527743
"bBM3108"	"bBM3108"	"ER"	4011	0.0721857826626485
"bBM3109"	"bBM3109"	"DC"	2937	0.0571529870590321
"bBM3110"	"bBM3110"	"ER"	3380	0.0626130118773267
"bBM3111"	"bBM3111"	"GR"	4343	0.0737103350469775
"bBM3112"	"bBM3112"	"ER"	2963	0.0561602552738876
"bBM3113"	"bBM3113"	"GR"	4009	0.0731430597411806
"bBM3114"	"bBM3114"	"ER"	3525	0.0617620989186315
"bBM3115"	"bBM3115"	"ER"	3620	0.0682857649352952
"bBM3116"	"bBM3116"	"ER"	3957	0.0705548661584825
"bBM3117"	"bBM3117"	"ER"	3972	0.0695266796667258
"bBM3118"	"bBM3118"	"GR"	3991	0.0725757844353838
"bBM3119"	"bBM3119"	"ER"	3322	0.058429356497075
"bBM3120"	"bBM3120"	"ER"	3189	0.0610175500797731
"bBM3121"	"bBM3121"	"GR"	3668	0.0652366601666371
"bBM3122"	"bBM3122"	"ER"	3523	0.0645630207410034
"bBM3123"	"bBM3123"	"GR"	3147	0.0617975536252438
"bBM3124"	"bBM3124"	"ER"	3856	0.0700939549725226
"bBM3125"	"bBM3125"	"GR"	2740	0.0532529693316788
"bBM3126"	"bBM3126"	"GR"	3980	0.0709094132246056
"bBM3127"	"bBM3127"	"ER"	3170	0.0632866513029605
"bBM3128"	"bBM3128"	"ER"	3527	0.0650593866335756
"bBM3129"	"bBM3129"	"DC"	2901	0.0571884417656444
"bBM3130"	"bBM3130"	"GR"	4288	0.0712639602907286
"bBM3131"	"bBM3131"	"ER"	3536	0.0679666725757844
"bBM3132"	"bBM3132"	"ER"	3685	0.0689594043609289
"bBM3133"	"bBM3133"	"GR"	3858	0.0700585002659103
"bBM3134"	"bBM3134"	"ER"	3354	0.0618330083318561
"bBM3135"	"bBM3135"	"ER"	3662	0.0685694025881936
